,loan_amnt,term,int_rate,installment,annual_inc,dti,revol_bal,total_acc
3368,5000.0, 36 months,11.99,166.05,108250.0,29.85,642.0,68.0
16693,25000.0, 60 months,9.76,528.23,94500.0,25.17,20426.0,22.0
20790,8000.0, 36 months,11.99,265.68,23000.0,10.18,6802.0,25.0
23509,10000.0, 36 months,10.64,325.69,90000.0,6.69,14215.0,13.0
10509,14500.0, 36 months,7.89,453.65,150000.0,12.37,11420.0,23.0
15232,15000.0, 36 months,12.59,502.46,40000.0,19.36,13746.0,49.0
19453,3500.0, 36 months,13.18,118.24,57000.0,32.59,2422.0,20.0
12479,35000.0, 60 months,13.18,799.59,136185.77,33.4,71553.0,38.0
14823,5500.0, 36 months,7.89,172.08,100000.0,16.36,1484.0,21.0
4862,6000.0, 36 months,12.88,201.82,33280.0,21.93,4971.0,8.0
15511,26700.0, 36 months,9.76,858.53,53435.0,28.55,37021.0,16.0
21880,9900.0, 36 months,11.22,325.15,55000.0,5.61,9811.0,7.0
4504,2425.0, 36 months,18.99,88.88,20000.0,17.11,2711.0,20.0
2863,14400.0, 60 months,11.99,320.25,80000.0,9.17,10287.0,30.0
9147,20000.0, 36 months,7.89,625.72,90000.0,29.2,26735.0,27.0
23095,10000.0, 36 months,8.38,315.12,125000.0,9.46,4737.0,29.0
20675,2500.0, 36 months,12.59,83.75,33000.0,14.07,3230.0,10.0
6114,12000.0, 36 months,12.88,403.64,75000.0,23.14,21349.0,20.0
12493,17500.0, 36 months,11.99,581.17,48500.0,15.43,12414.0,19.0
6836,12000.0, 60 months,17.97,304.53,58000.0,29.46,18145.0,13.0
159,16000.0, 36 months,10.78,522.16,87500.0,13.74,21151.0,17.0
15803,15000.0, 60 months,18.49,384.92,65000.0,19.52,5161.0,40.0
9449,5075.0, 36 months,13.18,171.44,18000.0,26.67,1448.0,26.0
16329,19175.0, 60 months,20.99,518.65,40000.0,40.05,15127.0,26.0
482,14000.0, 60 months,19.89,370.06,80000.0,14.39,28820.0,28.0
1151,24000.0, 36 months,5.32,722.76,120000.0,23.2,31551.0,53.0
13047,35000.0, 36 months,8.38,1102.92,98000.0,21.26,38218.0,27.0
4236,16800.0, 60 months,12.88,381.23,80000.0,32.55,17624.0,37.0
1018,10000.0, 36 months,7.49,311.02,60000.0,26.02,17182.0,11.0
6821,23000.0, 36 months,9.8,739.99,60000.0,32.36,9493.0,61.0
12921,8400.0, 36 months,16.99,299.45,35000.0,33.26,11050.0,13.0
4182,10000.0, 36 months,10.78,326.35,52000.0,3.4,8978.0,9.0
14015,7800.0, 36 months,9.17,248.66,52000.0,14.3,10718.0,12.0
23510,10000.0, 36 months,13.67,340.18,60000.0,19.65,3849.0,20.0
23833,3500.0, 36 months,20.99,131.85,35000.0,25.96,2325.0,15.0
7497,20000.0, 36 months,11.22,656.86,85000.0,8.74,10548.0,13.0
6508,35000.0, 36 months,13.99,1196.05,305000.0,23.65,41683.0,30.0
14931,7800.0, 36 months,13.67,265.34,28000.0,10.33,7243.0,5.0
22788,23200.0, 60 months,8.38,474.65,67500.0,23.79,25239.0,11.0
13114,30000.0, 36 months,7.89,938.57,160000.0,10.11,14121.0,27.0
1778,27000.0, 36 months,7.49,839.75,55000.0,21.78,15466.0,22.0
20880,20000.0, 60 months,13.67,461.96,40000.0,30.45,46928.0,13.0
12858,3200.0, 36 months,7.89,100.12,50000.0,11.86,2842.0,16.0
346,6000.0, 36 months,7.91,187.77,50000.0,19.42,5049.0,20.0
21104,20000.0, 36 months,7.89,625.72,71000.0,11.07,31293.0,18.0
14230,16000.0, 60 months,17.86,405.08,140000.0,4.79,10615.0,21.0
18086,35000.0, 60 months,20.99,946.68,140000.0,24.45,33656.0,25.0
15048,29575.0, 36 months,10.64,963.22,375000.0,15.92,40267.0,54.0
7285,16000.0, 60 months,13.18,365.53,63000.0,25.43,11967.0,10.0
4111,25000.0, 36 months,6.99,771.82,95200.0,34.58,38166.0,40.0
21168,4000.0, 36 months,10.64,130.28,97812.0,33.99,28586.0,27.0
8337,16000.0, 60 months,7.89,323.59,175000.0,6.05,23707.0,32.0
2812,6000.0, 36 months,6.49,183.87,90000.0,6.55,621.0,20.0
3451,10000.0, 36 months,9.8,321.74,80000.0,8.94,7792.0,16.0
5017,17500.0, 36 months,10.78,571.11,35000.0,18.0,22275.0,9.0
21948,28000.0, 36 months,7.89,876.0,132000.0,13.45,13434.0,20.0
20017,15000.0, 60 months,11.99,333.6,60000.0,34.95,10051.0,32.0
4501,35000.0, 36 months,8.49,1104.71,86000.0,5.54,17372.0,12.0
18488,8000.0, 36 months,11.22,262.75,55000.0,8.47,8359.0,27.0
12424,2700.0, 36 months,11.22,88.68,52000.0,13.18,7246.0,28.0
7899,11650.0, 36 months,16.55,412.75,44000.0,16.23,9460.0,26.0
1843,9000.0, 36 months,5.32,271.04,56000.0,13.12,5300.0,29.0
11526,8000.0, 36 months,11.22,262.75,55996.0,23.21,3885.0,34.0
21949,16500.0, 36 months,15.41,575.3,36000.0,38.37,6457.0,20.0
11407,5650.0, 36 months,6.24,172.5,40632.0,30.15,113892.0,23.0
10049,12000.0, 36 months,11.99,398.52,84000.0,30.31,32291.0,30.0
3127,20000.0, 60 months,11.99,444.79,80000.0,19.67,20715.0,37.0
21808,12100.0, 36 months,6.24,369.43,50000.0,17.64,24594.0,20.0
16454,9525.0, 36 months,13.67,324.02,27040.0,16.73,7764.0,20.0
17419,16000.0, 60 months,10.64,345.02,60000.0,18.31,6146.0,10.0
8571,15000.0, 60 months,18.2,382.54,50000.0,28.16,8555.0,7.0
11098,20000.0, 60 months,11.99,444.79,81000.0,13.84,38667.0,14.0
11054,9000.0, 36 months,6.89,277.45,50000.0,19.16,14897.0,8.0
15257,5000.0, 36 months,9.17,159.4,43000.0,7.2,3054.0,47.0
14937,13025.0, 60 months,21.99,359.67,45000.0,33.73,33294.0,26.0
8104,9000.0, 36 months,12.59,301.48,110000.0,12.49,1528.0,7.0
6452,17000.0, 36 months,7.91,532.02,65000.0,19.88,17079.0,37.0
8313,18000.0, 36 months,9.76,578.79,110000.0,0.68,2079.0,13.0
18948,12000.0, 36 months,9.76,385.86,60000.0,12.26,5957.0,13.0
18637,1000.0, 36 months,13.18,33.79,32000.0,29.93,16051.0,28.0
5250,20000.0, 36 months,18.49,727.98,67140.0,9.76,16657.0,15.0
23153,21600.0, 60 months,7.89,436.84,52000.0,19.66,11849.0,21.0
10813,1000.0, 36 months,11.99,33.21,37000.0,13.53,6376.0,5.0
2722,7025.0, 36 months,14.85,243.01,23427.0,20.65,4393.0,10.0
17648,16000.0, 60 months,16.99,397.56,34000.0,33.57,18485.0,21.0
13044,16000.0, 36 months,17.57,575.0,40000.0,28.35,9861.0,41.0
10088,34075.0, 60 months,25.99,1020.02,77480.0,19.5,22952.0,32.0
15270,5000.0, 36 months,10.64,162.85,55000.0,31.94,7047.0,37.0
14621,20000.0, 60 months,16.99,496.95,60000.0,17.14,7530.0,28.0
21979,16000.0, 36 months,9.17,510.07,75000.0,12.29,7965.0,21.0
12336,6000.0, 36 months,7.26,185.98,66500.0,9.59,1575.0,6.0
9671,30000.0, 36 months,13.18,1013.43,77300.0,2.87,7326.0,19.0
19419,33000.0, 60 months,12.59,743.95,225000.0,23.38,79416.0,38.0
23407,5000.0, 36 months,13.67,170.09,40000.0,5.58,4202.0,13.0
15180,10000.0, 36 months,8.38,315.12,60000.0,29.88,20931.0,43.0
15733,30000.0, 60 months,17.57,754.81,102000.0,16.47,36433.0,42.0
15316,10000.0, 36 months,5.32,301.15,145000.0,9.18,13742.0,33.0
22640,12000.0, 36 months,10.64,390.83,60500.0,24.82,12275.0,26.0
15241,8000.0, 36 months,11.99,265.68,25000.0,31.06,10141.0,24.0
10795,4200.0, 36 months,9.17,133.9,42500.0,14.37,4386.0,26.0
21902,30000.0, 60 months,13.18,685.36,80000.0,17.45,24818.0,20.0
8579,9600.0, 36 months,15.41,334.72,38500.0,16.96,11984.0,9.0
4036,12000.0, 60 months,11.99,266.88,83600.0,34.22,156802.0,22.0
6649,5000.0, 36 months,11.48,164.84,40000.0,6.63,3797.0,26.0
19448,12000.0, 60 months,13.67,277.18,90000.0,24.72,5127.0,33.0
14469,15000.0, 36 months,11.99,498.15,145000.0,19.42,36334.0,63.0
11063,12000.0, 36 months,11.99,398.52,72000.0,14.64,13519.0,9.0
21137,20000.0, 36 months,8.38,630.24,47000.0,25.49,29607.0,46.0
23577,21000.0, 36 months,8.38,661.76,83000.0,16.37,48187.0,21.0
9095,35000.0, 36 months,9.17,1115.77,127000.0,15.95,72298.0,34.0
20782,6000.0, 36 months,9.17,191.28,40000.0,30.33,9339.0,23.0
5868,3750.0, 36 months,16.59,132.94,30000.0,18.88,1174.0,16.0
15400,10000.0, 36 months,9.76,321.55,45000.0,7.28,1224.0,36.0
22559,31275.0, 60 months,23.99,899.54,85000.0,31.52,48764.0,54.0
22465,10425.0, 60 months,14.48,245.18,45000.0,22.37,1026.0,41.0
18120,5000.0, 36 months,6.89,154.14,29000.0,17.72,9372.0,22.0
6022,14400.0, 60 months,12.88,326.77,107325.0,33.17,13895.0,73.0
15667,5000.0, 36 months,6.89,154.14,75000.0,15.52,4165.0,19.0
19964,7500.0, 36 months,6.24,228.99,118000.0,6.71,7067.0,16.0
20571,15000.0, 36 months,7.26,464.95,150000.0,23.59,27503.0,55.0
14837,19800.0, 36 months,14.48,681.35,44000.0,24.69,120915.0,25.0
21046,10000.0, 36 months,12.59,334.97,29880.0,23.61,5802.0,10.0
4207,2775.0, 36 months,19.48,102.4,34000.0,24.71,952.0,9.0
318,4900.0, 36 months,13.44,166.15,123000.0,25.6,4792.0,16.0
13400,19200.0, 60 months,18.2,489.65,66000.0,14.56,15678.0,16.0
12206,16525.0, 36 months,7.26,512.22,110000.0,9.15,5232.0,12.0
18957,10000.0, 36 months,13.18,337.81,45000.0,13.07,5089.0,7.0
6374,20000.0, 60 months,9.8,422.98,80000.0,16.8,19454.0,31.0
16695,19600.0, 60 months,18.99,508.33,64000.0,30.02,1590.0,46.0
9090,7500.0, 36 months,11.22,246.33,78000.0,16.03,7891.0,31.0
1926,21000.0, 60 months,10.78,454.3,89000.0,21.88,59490.0,37.0
14963,20000.0, 36 months,6.24,610.62,65000.0,16.01,14006.0,7.0
6291,25000.0, 60 months,19.89,660.82,80000.0,21.98,4574.0,14.0
9291,6000.0, 36 months,7.89,187.72,25000.0,17.67,4669.0,17.0
907,10000.0, 36 months,9.8,321.74,75000.0,14.16,27849.0,25.0
769,21275.0, 36 months,14.85,735.95,56035.0,32.79,17826.0,17.0
20487,18000.0, 60 months,12.59,405.79,44000.0,14.16,13868.0,12.0
10566,15000.0, 36 months,5.32,451.73,126750.0,22.03,4121.0,23.0
20508,25000.0, 36 months,13.67,850.44,60000.0,14.16,21986.0,24.0
5098,35000.0, 60 months,13.99,814.21,124000.0,19.31,111765.0,18.0
23988,11000.0, 36 months,10.64,358.26,40000.0,16.5,0.0,24.0
1941,12000.0, 36 months,11.99,398.52,75000.0,32.34,21857.0,21.0
20630,22000.0, 36 months,7.89,688.29,95000.0,9.74,25692.0,51.0
13955,8000.0, 36 months,10.64,260.55,30000.0,14.65,9069.0,24.0
22911,4850.0, 36 months,9.17,154.62,90000.0,32.61,43171.0,26.0
23369,18000.0, 60 months,14.48,423.33,100000.0,5.53,14876.0,13.0
23742,10000.0, 60 months,17.57,251.61,50700.0,10.84,7885.0,18.0
21874,35000.0, 36 months,17.86,1262.88,250000.0,2.87,7963.0,10.0
13887,9000.0, 36 months,12.59,301.48,24000.0,21.2,9121.0,12.0
5805,15000.0, 36 months,11.48,494.5,65000.0,23.73,9036.0,20.0
1646,1800.0, 36 months,9.17,57.39,33000.0,23.2,3634.0,19.0
2205,7000.0, 36 months,12.88,235.46,65805.0,7.61,7890.0,8.0
5799,15000.0, 36 months,10.78,489.52,37000.0,26.69,11484.0,11.0
23045,16000.0, 36 months,11.22,525.49,85000.0,39.62,18200.0,42.0
10978,17850.0, 60 months,9.17,372.02,125000.0,15.01,19334.0,24.0
19067,11300.0, 36 months,11.22,371.13,38000.0,35.6,13924.0,16.0
19599,24000.0, 36 months,6.89,739.85,115000.0,23.94,45024.0,46.0
14022,2000.0, 36 months,9.76,64.31,70000.0,25.41,8134.0,19.0
5085,1500.0, 36 months,6.49,45.97,51000.0,23.81,5738.0,25.0
22576,6500.0, 36 months,13.67,221.12,30000.0,18.55,6578.0,27.0
9383,17500.0, 36 months,10.64,569.95,85000.0,32.3,26338.0,50.0
3099,14000.0, 60 months,9.8,296.09,120000.0,29.2,93730.0,31.0
13936,19200.0, 60 months,14.48,451.55,48000.0,9.98,6327.0,11.0
2320,4350.0, 36 months,15.77,152.44,42000.0,24.03,1287.0,30.0
10934,6000.0, 36 months,8.38,189.08,75000.0,28.14,19881.0,30.0
12236,5000.0, 36 months,13.67,170.09,34000.0,11.05,3806.0,8.0
10157,24000.0, 36 months,10.64,781.65,160000.0,9.21,18505.0,17.0
13785,14500.0, 36 months,11.22,476.23,50750.0,29.39,13496.0,16.0
14597,6350.0, 36 months,14.48,218.52,23400.0,10.56,7377.0,10.0
13489,10000.0, 36 months,12.59,334.97,40500.0,22.1,9074.0,14.0
8172,18000.0, 60 months,17.57,452.89,45000.0,22.0,4959.0,16.0
10396,15000.0, 36 months,5.32,451.73,120000.0,12.67,41087.0,18.0
5401,12000.0, 36 months,7.49,373.22,84540.0,20.16,5276.0,32.0
7199,21375.0, 36 months,17.86,771.26,424000.0,17.43,81085.0,43.0
19781,3500.0, 36 months,9.76,112.55,20000.0,26.05,2758.0,20.0
10150,15000.0, 36 months,7.26,464.95,40000.0,17.91,15381.0,17.0
20854,4000.0, 36 months,12.59,133.99,50000.0,16.85,3957.0,15.0
5854,5000.0, 36 months,9.17,159.4,125000.0,28.45,31537.0,31.0
20502,25000.0, 36 months,13.67,850.44,80000.0,12.36,37585.0,10.0
3955,18000.0, 36 months,12.88,605.46,120000.0,29.13,316859.0,28.0
22915,1500.0, 36 months,13.18,50.68,66000.0,18.4,16669.0,22.0
17595,33700.0, 36 months,13.67,1146.4,156900.0,12.89,1487.0,12.0
23661,10000.0, 36 months,9.76,321.55,125000.0,28.43,8830.0,22.0
19312,35000.0, 60 months,17.86,886.11,80000.0,21.71,36265.0,29.0
12832,12900.0, 60 months,20.99,348.92,34000.0,23.76,14417.0,7.0
10833,18000.0, 36 months,9.76,578.79,70000.0,22.97,7743.0,30.0
9830,8000.0, 36 months,7.89,250.29,30000.0,25.44,10707.0,33.0
10083,4000.0, 36 months,14.48,137.65,47900.0,31.09,18104.0,34.0
8049,20000.0, 36 months,7.89,625.72,85000.0,6.19,7680.0,35.0
5342,11050.0, 60 months,14.85,262.01,60000.0,27.18,10569.0,41.0
22616,12000.0, 36 months,12.59,401.97,35000.0,6.28,10807.0,22.0
4368,10750.0, 60 months,20.5,287.81,45000.0,38.57,22569.0,25.0
17408,16000.0, 60 months,15.41,384.1,78600.0,30.68,17162.0,28.0
16966,3000.0, 36 months,11.99,99.63,20000.0,17.41,15.0,18.0
7410,10000.0, 36 months,16.99,356.48,39000.0,7.42,8354.0,15.0
18302,9600.0, 36 months,11.99,318.82,115000.0,18.01,11672.0,34.0
2001,34550.0, 60 months,17.27,863.69,72000.0,22.93,41646.0,14.0
86,15000.0, 36 months,10.78,489.52,40000.0,10.17,12272.0,9.0
18363,30000.0, 36 months,6.24,915.93,120000.0,23.26,50642.0,34.0
17554,16000.0, 36 months,7.89,500.58,115000.0,19.06,33262.0,22.0
5526,24000.0, 60 months,19.89,634.39,134000.0,10.85,15912.0,25.0
11871,17500.0, 36 months,7.89,547.5,73900.0,21.21,21205.0,14.0
10967,5000.0, 36 months,12.59,167.49,65000.0,16.01,3424.0,9.0
3988,4300.0, 36 months,10.78,140.33,45000.0,1.97,2644.0,9.0
22318,18400.0, 36 months,7.26,570.33,48000.0,20.0,18459.0,31.0
23082,21000.0, 60 months,13.18,479.76,83000.0,20.0,20974.0,35.0
13296,10000.0, 36 months,8.38,315.12,50000.0,12.8,4357.0,11.0
22515,12500.0, 36 months,8.38,393.9,80004.0,18.12,8045.0,9.0
22458,4000.0, 36 months,13.18,135.13,20000.0,26.71,3733.0,20.0
5066,30000.0, 60 months,19.89,792.99,70000.0,19.89,26699.0,30.0
19878,28000.0, 60 months,9.76,591.62,96000.0,28.74,41016.0,50.0
15325,7000.0, 36 months,9.76,225.09,50000.0,8.16,4624.0,30.0
4800,3500.0, 36 months,18.49,127.4,40000.0,29.26,7130.0,36.0
22177,18450.0, 36 months,7.26,571.88,65000.0,18.59,5299.0,40.0
3586,24000.0, 60 months,8.49,492.29,94384.0,8.96,22753.0,40.0
3073,5600.0, 36 months,13.44,189.88,46000.0,7.99,10842.0,14.0
17426,5000.0, 36 months,11.22,164.22,143000.0,22.07,17757.0,38.0
518,24000.0, 36 months,9.8,772.17,125000.0,2.96,7280.0,27.0
3786,20000.0, 36 months,5.32,602.3,240000.0,21.08,23179.0,35.0
6419,20000.0, 36 months,11.48,659.33,60000.0,29.54,18428.0,18.0
10898,20000.0, 36 months,10.64,651.37,130000.0,9.07,11272.0,22.0
3653,12000.0, 36 months,5.32,361.38,110000.0,17.9,22353.0,33.0
14892,10000.0, 36 months,11.99,332.1,65000.0,10.89,8244.0,27.0
10810,12000.0, 36 months,11.99,398.52,32000.0,8.03,5076.0,11.0
16613,6000.0, 36 months,9.17,191.28,96000.0,24.14,18804.0,36.0
14815,15000.0, 36 months,15.41,523.0,120000.0,13.46,9702.0,26.0
12995,4000.0, 36 months,11.99,132.84,32000.0,23.36,7829.0,18.0
7342,9000.0, 36 months,13.67,306.16,50000.0,22.8,2048.0,17.0
4348,11000.0, 36 months,5.32,331.27,85000.0,3.97,15689.0,21.0
678,15000.0, 36 months,5.32,451.73,85000.0,13.56,18084.0,21.0
12380,3600.0, 36 months,7.89,112.63,23000.0,8.3,3799.0,15.0
20789,28000.0, 36 months,9.76,900.33,200000.0,7.42,12275.0,37.0
21080,21600.0, 36 months,15.41,753.12,142600.0,21.86,24658.0,39.0
18641,16000.0, 36 months,5.32,481.84,200000.0,7.58,9084.0,47.0
22164,12000.0, 36 months,7.89,375.43,85000.0,15.09,17449.0,28.0
18512,7200.0, 36 months,10.64,234.5,60000.0,12.58,11521.0,36.0
11225,17500.0, 36 months,9.76,562.71,70000.0,9.12,18027.0,15.0
17527,22550.0, 60 months,16.55,554.99,240000.0,33.54,340573.0,40.0
1461,10000.0, 36 months,10.78,326.35,48000.0,22.43,16441.0,16.0
7098,15000.0, 36 months,9.17,478.19,50000.0,8.76,14136.0,13.0
7151,8000.0, 36 months,11.99,265.68,35000.0,26.99,7299.0,17.0
595,17000.0, 36 months,5.32,511.96,98000.0,9.21,18067.0,24.0
13928,20000.0, 60 months,10.64,431.27,72000.0,17.47,27524.0,14.0
15026,20000.0, 36 months,12.59,669.94,80000.0,28.85,14379.0,31.0
1219,17000.0, 36 months,8.49,536.57,90000.0,12.2,18772.0,26.0
17309,10000.0, 36 months,11.99,332.1,87750.0,15.8,31582.0,24.0
696,16000.0, 36 months,8.49,505.01,75000.0,19.44,15196.0,26.0
4700,16000.0, 36 months,7.91,500.72,60000.0,37.41,25624.0,21.0
3372,10000.0, 36 months,11.99,332.1,110000.0,20.33,8046.0,25.0
12745,3000.0, 36 months,9.17,95.64,34486.0,22.83,1956.0,29.0
10750,24000.0, 60 months,16.55,590.68,60000.0,29.36,14989.0,21.0
21226,2250.0, 36 months,18.2,81.57,33600.0,39.82,20252.0,23.0
4704,11450.0, 60 months,23.13,323.64,53000.0,32.22,7625.0,38.0
22404,7500.0, 36 months,8.38,236.34,29376.0,4.7,6175.0,12.0
17907,20000.0, 60 months,16.55,492.23,55000.0,29.87,5062.0,24.0
13604,6000.0, 36 months,8.38,189.08,70000.0,22.9,24809.0,25.0
10066,14750.0, 60 months,19.99,390.71,41000.0,29.36,25156.0,32.0
22280,12000.0, 36 months,8.38,378.15,102000.0,18.71,14228.0,33.0
2806,15000.0, 60 months,12.88,340.38,55000.0,32.05,11897.0,17.0
16165,21000.0, 60 months,9.76,443.72,70000.0,26.85,19801.0,26.0
12386,14000.0, 36 months,9.76,450.17,54000.0,9.91,13302.0,26.0
6842,25000.0, 60 months,15.77,604.91,58000.0,20.57,21865.0,20.0
8030,5000.0, 36 months,5.32,150.58,125000.0,8.19,14250.0,74.0
21170,17200.0, 60 months,27.88,534.3,41000.0,23.56,15561.0,25.0
8324,5000.0, 36 months,7.26,154.99,103000.0,13.18,7449.0,25.0
7889,4300.0, 36 months,7.89,134.53,55000.0,17.94,5023.0,9.0
17936,15000.0, 36 months,8.38,472.68,70000.0,7.35,12996.0,17.0
10523,5000.0, 36 months,12.59,167.49,28500.0,38.86,21012.0,45.0
16720,15000.0, 60 months,11.22,327.79,107425.0,26.05,29440.0,20.0
4655,1200.0, 36 months,15.77,42.06,40000.0,22.53,9777.0,13.0
6027,16000.0, 60 months,11.48,351.73,130000.0,10.53,8481.0,19.0
2443,12000.0, 36 months,9.8,386.09,80000.0,17.31,11162.0,20.0
2024,13250.0, 60 months,18.49,340.01,59000.0,31.63,28131.0,30.0
20625,19200.0, 60 months,16.99,477.07,55000.0,8.86,3582.0,8.0
18109,18900.0, 36 months,13.18,638.46,41500.0,16.37,10067.0,17.0
9117,7000.0, 36 months,10.64,227.98,70000.0,7.27,5806.0,19.0
17253,15000.0, 36 months,9.17,478.19,60000.0,7.22,5142.0,25.0
5795,10000.0, 36 months,7.49,311.02,35000.0,18.11,8932.0,17.0
17606,20000.0, 36 months,5.32,602.3,65000.0,16.51,18180.0,50.0
9990,6000.0, 36 months,17.57,215.63,20000.0,11.52,3925.0,6.0
823,10000.0, 36 months,5.32,301.15,32500.0,12.15,11685.0,14.0
22469,25000.0, 60 months,17.57,629.01,90000.0,14.68,18009.0,21.0
12894,12000.0, 60 months,13.67,277.18,90000.0,25.34,11114.0,20.0
5454,23450.0, 36 months,15.77,821.78,69000.0,26.77,9809.0,7.0
21019,7500.0, 36 months,11.99,249.08,52000.0,19.52,3512.0,14.0
11023,12000.0, 36 months,14.48,412.94,70000.0,23.33,25688.0,25.0
3082,26000.0, 36 months,14.85,899.39,108000.0,29.88,43002.0,33.0
14505,18000.0, 60 months,18.2,459.05,93500.0,22.94,20664.0,38.0
6529,15400.0, 36 months,11.48,507.69,55000.0,16.63,11224.0,14.0
18111,17300.0, 60 months,18.2,441.2,55000.0,4.25,5091.0,12.0
15070,10000.0, 36 months,11.22,328.43,43000.0,20.76,9816.0,32.0
3652,1400.0, 36 months,9.8,45.05,52000.0,20.01,16139.0,23.0
3709,35000.0, 36 months,11.48,1153.83,520000.0,18.53,40568.0,23.0
6361,11200.0, 36 months,9.17,357.05,102000.0,21.54,5542.0,23.0
9286,8000.0, 36 months,10.64,260.55,50000.0,18.77,5298.0,12.0
5895,15000.0, 36 months,13.99,512.6,110000.0,15.66,25113.0,45.0
1174,12000.0, 36 months,8.49,378.76,100000.0,11.76,24114.0,27.0
17427,4000.0, 36 months,9.17,127.52,18960.0,0.95,186.0,5.0
21174,7000.0, 36 months,11.22,229.91,109000.0,4.97,3511.0,14.0
14010,4900.0, 36 months,11.22,160.94,78000.0,9.86,53299.0,16.0
778,25000.0, 60 months,14.85,592.79,118450.0,25.97,50627.0,23.0
21957,14575.0, 36 months,12.59,488.22,64000.0,20.63,12361.0,38.0
11070,12000.0, 36 months,7.89,375.43,70000.0,18.72,29331.0,23.0
5730,24000.0, 60 months,7.91,485.61,80000.0,22.91,68422.0,28.0
16026,12000.0, 36 months,11.99,398.52,36000.0,27.27,4531.0,17.0
4219,6000.0, 36 months,6.99,185.24,53000.0,20.52,8642.0,11.0
12404,5000.0, 36 months,13.18,168.91,35000.0,16.57,2463.0,15.0
9436,6000.0, 36 months,10.64,195.42,50000.0,38.54,10278.0,61.0
10513,8000.0, 36 months,6.89,246.62,42750.0,16.23,3089.0,17.0
5524,28000.0, 36 months,9.8,900.86,140000.0,23.75,36082.0,29.0
4510,3000.0, 36 months,12.88,100.91,45000.0,9.47,5652.0,8.0
3384,9800.0, 36 months,9.17,312.42,52000.0,17.29,6800.0,40.0
10261,9600.0, 36 months,8.38,302.52,71000.0,7.74,12678.0,31.0
13757,7000.0, 36 months,11.22,229.91,120000.0,6.11,9044.0,17.0
10905,10000.0, 36 months,10.64,325.69,64008.0,20.3,13793.0,23.0
22865,10000.0, 36 months,16.55,354.3,34424.0,32.13,28516.0,50.0
18502,19075.0, 36 months,23.99,748.27,53000.0,29.69,16902.0,31.0
22266,10000.0, 36 months,9.76,321.55,75000.0,8.26,6655.0,16.0
4473,15000.0, 36 months,9.8,482.61,60000.0,19.95,13333.0,20.0
3815,7000.0, 36 months,10.78,228.45,112688.0,29.15,43459.0,27.0
15916,12000.0, 60 months,17.57,301.93,40000.0,20.19,1154.0,14.0
9296,8000.0, 36 months,16.99,285.19,30000.0,31.64,9329.0,19.0
11168,20000.0, 36 months,11.22,656.86,80000.0,14.03,54247.0,25.0
4383,16000.0, 36 months,11.48,527.47,150000.0,25.59,46010.0,26.0
14477,5600.0, 36 months,11.22,183.93,80000.0,17.16,39423.0,26.0
13606,18000.0, 36 months,6.89,554.89,80000.0,10.92,29359.0,20.0
2122,35000.0, 60 months,18.99,907.73,90000.0,22.97,10337.0,10.0
13736,35000.0, 36 months,11.22,1149.51,365000.0,6.96,11976.0,26.0
14276,5600.0, 36 months,13.67,190.5,34000.0,31.06,2924.0,22.0
9641,4200.0, 36 months,11.99,139.49,45000.0,17.6,3710.0,7.0
11719,22000.0, 36 months,9.17,701.34,80000.0,9.08,23215.0,11.0
9792,18000.0, 60 months,12.59,405.79,86000.0,24.5,13802.0,20.0
517,19675.0, 60 months,21.48,537.61,86000.0,8.09,10734.0,10.0
15127,10000.0, 36 months,9.17,318.79,104000.0,19.01,29139.0,34.0
18140,20600.0, 60 months,18.49,528.62,51500.0,34.47,63785.0,14.0
17570,9600.0, 36 months,8.38,302.52,46000.0,29.95,10418.0,38.0
7412,8000.0, 36 months,13.18,270.25,45000.0,25.81,10396.0,35.0
11269,18500.0, 36 months,11.99,614.38,88500.0,28.88,45111.0,32.0
327,7000.0, 36 months,16.59,248.15,30100.0,25.68,13663.0,30.0
21835,2225.0, 36 months,16.55,78.83,45000.0,29.23,4905.0,26.0
6349,10000.0, 36 months,11.99,332.1,42000.0,29.03,8237.0,23.0
12788,20000.0, 60 months,18.49,513.22,78000.0,27.02,6894.0,14.0
8294,19775.0, 60 months,15.41,474.72,43000.0,24.25,22289.0,39.0
2942,18675.0, 60 months,18.49,479.22,65000.0,26.74,16679.0,32.0
5271,10000.0, 36 months,7.91,312.95,28000.0,22.55,19653.0,14.0
14942,10000.0, 36 months,11.99,332.1,40000.0,25.29,12074.0,18.0
18932,5000.0, 36 months,7.89,156.43,90000.0,19.03,20368.0,15.0
14974,30000.0, 36 months,12.59,1004.91,145000.0,22.31,21967.0,44.0
6799,1500.0, 36 months,14.85,51.89,35360.0,20.33,4456.0,12.0
12576,15000.0, 36 months,9.76,482.32,160000.0,19.54,19706.0,41.0
2961,4000.0, 36 months,9.8,128.7,80000.0,4.79,10097.0,17.0
22647,24000.0, 60 months,14.48,564.43,50000.0,17.86,9064.0,20.0
6536,24000.0, 60 months,14.85,569.08,65000.0,30.15,30010.0,36.0
11313,3000.0, 36 months,11.22,98.53,85000.0,7.58,3274.0,13.0
17333,15000.0, 36 months,11.22,492.65,59000.0,19.34,12154.0,7.0
